"x"
"1" 50.6222598539095
"2" 53.0392917415331
"3" 55.5707963123353
"4" 57.4053861182635
"5" 59.2161304285411
"6" 60.283475664246
"7" 61.3701887480976
"8" 61.9014591571907
"9" 62.3860521777617
"10" 62.5444773044281
"11" 62.8157231899841
"12" 62.224913804369
"13" 61.8039411836637
"14" 61.2415573793879
"15" 60.6866050667006
"16" 59.709337825968
"17" 59.687951079467
"18" 58.9157204179049
"19" 59.0391954835873
"20" 58.3028789680454
"21" 58.0621893134972
"22" 57.6984822191981
"23" 57.6304264654745
"24" 57.2019198348186
"25" 56.6933797920113
