"x"
"1" 46.7908124196547
"2" 47.9641139056191
"3" 49.5615002207803
"4" 51.4140268957339
"5" 52.9475553905216
"6" 53.8599872870031
"7" 55.3857367571786
"8" 55.3331833405232
"9" 56.2389750125277
"10" 56.1534287189511
"11" 56.7602123487754
"12" 56.8500678084439
"13" 57.1205415860217
"14" 57.2498343679511
"15" 57.0069772617389
"16" 57.35605135477
"17" 56.5825774629978
"18" 56.3984203169946
"19" 55.6824527535956
"20" 54.9830468569328
"21" 54.4488179958906
"22" 53.468572031724
"23" 53.2194100308662
"24" 52.1036580619344
"25" 52.0974365241462
