"x"
"1" 49.3142285589248
"2" 50.6018377684402
"3" 54.4563066307678
"4" 56.3389537394201
"5" 58.5226092422928
"6" 59.7010008746834
"7" 60.1312947855131
"8" 59.5625453791166
"9" 60.1398872667359
"10" 59.3308103406356
"11" 59.6086866501372
"12" 58.657865783099
"13" 59.0034874217741
"14" 58.7889337264682
"15" 58.7211928459311
"16" 59.2097826883763
"17" 59.5570553161921
"18" 59.6586155348712
"19" 59.4153744918223
"20" 58.817775074201
"21" 58.543890249577
"22" 57.5641467342902
"23" 57.0557712562553
"24" 56.2359947568503
"25" 55.6584280862563
