"x"
"1" 46.5163796553068
"2" 46.2572050720482
"3" 46.9700073492085
"4" 47.4385066399413
"5" 48.3468920485126
"6" 49.3899113469737
"7" 50.2829490987215
"8" 50.5862296707805
"9" 51.2644954016141
"10" 51.4924040870444
"11" 52.1456730044262
"12" 52.2560790784716
"13" 53.4610326789208
"14" 53.9276506603238
"15" 54.8987344497542
"16" 55.4563808129099
"17" 56.4551642937856
"18" 57.0068749829907
"19" 57.9200545697297
"20" 58.0541172459677
"21" 58.427933903003
"22" 58.3852551621161
"23" 58.3304147662664
"24" 57.9569608636797
"25" 57.4423013419276
