"x"
"1" 45.9961022966078
"2" 47.8972757682105
"3" 50.0106517952637
"4" 51.8103644560393
"5" 54.1743517092401
"6" 56.0641129455207
"7" 57.0861479836673
"8" 57.2660440882294
"9" 58.1034768162568
"10" 57.5748168421095
"11" 57.4778495758669
"12" 57.713783983502
"13" 57.368985735323
"14" 57.6948961772204
"15" 57.9706990982733
"16" 57.4041645576193
"17" 57.3193549914396
"18" 56.4096128117579
"19" 57.0072826415417
"20" 55.5296038127794
"21" 55.2898482033648
"22" 54.8665271141142
"23" 54.3499147082487
"24" 54.273444960537
"25" 54.3368588492514
